"","clo","tOut","tInOp","sex","subjId","time","day"
"406",0.52,20.24733333,25.48099356,"male",99,1.23333333333333,2
"407",0.52,22.6136,27.18070616,"male",99,1.43333333333333,2
"408",0.52,23.49651667,27.80886468,"male",99,1.33333333333333,2
"409",0.52,24.8,28.37079397,"male",99,1.2,2
"410",0.52,25.26075,29.03002903,"male",99,1.56666666666667,2
"411",0.47,19.49566667,24.30487107,"male",99,0,3
"412",0.47,20.2,24.94564742,"male",99,1.25,3
"413",0.47,23.49883333,26.7780465,"male",99,1.5,3
"414",0.47,24.5354,27.76488955,"male",99,1.23333333333333,3
"415",0.47,25.36346667,26.76609104,"male",99,1.26666666666667,3
"416",0.47,25.984,25.02071983,"male",99,1.51666666666667,3
"417",0.48,18.12686667,24.84492235,"male",105,0,1
"418",0.48,19.9,26.2504138,"male",105,1.21666666666667,1
"419",0.48,20.4085,27.56266724,"male",105,1.51666666666667,1
"420",0.48,21.214,27.6925799,"male",105,1.2,1
"421",0.48,22.06916667,27.83652172,"male",105,1.26666666666667,1
"422",0.48,21.4,28.2888418,"male",105,1.43333333333333,1
"423",0.51,15.6934,24.82197611,"male",105,0,2
"424",0.51,16.7915,26.10424738,"male",105,1.28333333333333,2
"425",0.51,17.5,26.65194699,"male",105,1.45,2
"426",0.51,17.84216667,26.91768246,"male",105,1.31666666666667,2
"427",0.51,17.5,27.44459218,"male",105,1.26666666666667,2
"428",0.51,18.19383333,27.63286872,"male",105,1.38333333333333,2
"429",0.48,17.1,25.52053498,"male",105,0,3
"430",0.48,18.1406,24.07092655,"male",105,1.21666666666667,3
"431",0.48,19.2,27.35860083,"male",105,1.51666666666667,3
"432",0.48,19.26255,27.91197167,"male",105,1.25,3
"433",0.48,19.9,28.54991972,"male",105,1.2,3
"434",0.48,19.8,28.82508781,"male",105,1.55,3
"435",0.52,10.43716667,23.61423018,"male",107,0,1
"436",0.52,10.93183333,25.61722122,"male",107,1.15,1
"437",0.52,9.337333333,27.35138983,"male",107,1.55,1
"438",0.52,14.10085,23.60482782,"male",107,2.41666666666667,1
"439",0.52,14.83325,23.43175952,"male",107,1.6,1
"440",0.52,12.80136667,23.42077851,"male",107,0,2
"441",0.52,14.35666667,23.40605592,"male",107,1.61666666666667,2
"442",0.52,15.14305,23.39442379,"male",107,1.28333333333333,2
"443",0.52,13.21653333,22.77818526,"male",107,0,3
"444",0.52,15.19946667,22.33759579,"male",107,1.15,3
"445",0.52,16.99243333,22.94065254,"male",107,1.53333333333333,3
"446",0.52,18.9305,24.52715169,"male",107,1.26666666666667,3
"447",0.52,17.9424,23.15866316,"male",107,1.23333333333333,3
"448",0.52,18.6025,22.93550032,"male",107,1.58333333333333,3
"449",0.48,23.5,27.77094323,"male",107,0,4
"450",0.48,26.47933333,28.00389128,"male",107,1.53333333333333,4
"451",0.79,20.346,24.01004034,"female",111,0,1
"452",0.79,21.032,24.93871761,"female",111,1.16666666666667,1
"453",0.51,22.4595,26.82106456,"female",111,1.51666666666667,1
"454",0.51,23.18226667,27.22740287,"female",111,1.26666666666667,1
"455",0.51,23.46453333,26.0582907,"female",111,1.2,1
"456",0.51,23.22928333,25.26211311,"female",111,1.56666666666667,1
"457",0.74,16.63566667,23.62601952,"female",111,0,2
"458",0.74,19.6,25.93413564,"female",111,1.25,2
"459",0.74,17.16666667,26.94648121,"female",111,1.48333333333333,2
"460",0.54,16.9,27.15104857,"female",111,1.26666666666667,2
"461",0.54,15.973,26.66838901,"female",111,1.3,2
"462",0.54,20.64216667,27.88749727,"female",111,1.43333333333333,2
"463",0.89,14.6,25.07238963,"female",111,0,3
"464",0.89,15,25.47027039,"female",111,1.16666666666667,3
"465",0.89,15.3,26.36750608,"female",111,1.48333333333333,3
"466",0.54,18.20991667,26.12871352,"female",111,1.25,3
"467",0.54,16.5025,25.4640864,"female",111,1.26666666666667,3
"468",0.54,17.984,25.13826338,"female",111,1.48333333333333,3
"469",0.3,20.70266667,24.66715302,"female",113,0,1
"470",0.3,22.338,26.13055661,"female",113,1.31666666666667,1
"471",0.3,23.2,29.37781424,"female",113,1.46666666666667,1
"472",0.3,22.94483333,27.6597602,"female",113,1.23333333333333,1
"473",0.3,23.6625,27.35116504,"female",113,1.26666666666667,1
"474",0.3,24.9,27.03153555,"female",113,1.46666666666667,1
"475",0.3,20.4619,23.45689723,"female",113,0,2
"476",0.3,21.28403333,24.1283849,"female",113,1.18333333333333,2
"477",0.3,22.5,25.51727241,"female",113,1.53333333333333,2
"478",0.3,23.48546667,27.91471399,"female",113,1.26666666666667,2
"479",0.28,23.2073,28.81820292,"female",113,1.25,2
"480",0.3,23.1445,28.67374796,"female",113,1.28333333333333,2
"481",0.3,16.90033333,24.99849795,"female",113,0,3
"482",0.3,18,26.75273727,"female",113,1.23333333333333,3
"483",0.28,17.6293,27.6530806,"female",113,1.5,3
"484",0.28,17.53916667,26.86328617,"female",113,1.3,3
"485",0.28,18,28.33650148,"female",113,1.2,3
"486",0.28,18.7,28.95019215,"female",113,1.53333333333333,3
"487",0.51,19.57966667,26.95627526,"male",119,0,1
"488",0.51,20.618,27.82549908,"male",119,0.916666666666667,1
"489",0.51,22.407,29.13549175,"male",119,1.48333333333333,1
"490",0.51,21.3,28.78975491,"male",119,1.21666666666667,1
"491",0.51,24.34323333,29.54759319,"male",119,1.38333333333333,1
"492",0.51,19.53893333,29.73157667,"male",119,1.31666666666667,1
"493",0.5,20.80733333,25.91042848,"male",119,0,2
"494",0.5,24.0026,27.59313848,"male",119,1.33333333333333,2
"495",0.5,25.60773333,28.13075408,"male",119,1.38333333333333,2
"496",0.5,24.71083333,28.15782272,"male",119,1.26666666666667,2
"497",0.5,25.48683333,28.78618594,"male",119,1.28333333333333,2
"498",0.5,25.69386667,29.72659148,"male",119,1.43333333333333,2
"499",0.5,21.85931667,25.3361831,"male",119,0,3
"500",0.5,22.0414,25.95685886,"male",119,1.25,3
"501",0.5,23.15516667,26.49779409,"male",119,1.41666666666667,3
"502",0.5,24.0334,27.77370389,"male",119,1.31666666666667,3
"503",0.5,26.0104,28.72078024,"male",119,1.2,3
"504",0.5,27.5,29.95426275,"male",119,1.81666666666667,3
"505",0.91,17.2795,24.30093784,"female",123,0,1
"506",0.91,19.3949,24.60523286,"female",123,1.2,1
"507",0.91,19.4,24.51420913,"female",123,1.53333333333333,1
"508",0.91,19.2048,25.92796945,"female",123,1.21666666666667,1
"509",0.91,17.5,26.71854563,"female",123,1.25,1
"510",0.91,16.45066667,27.5770217,"female",123,1.5,1
"511",0.83,18.4014,24.31731413,"female",123,0,2
"512",0.83,19.18695,26.03844234,"female",123,1.25,2
"513",0.83,18.0655,27.91083809,"female",123,1.51666666666667,2
"514",0.83,19.6,26.95031745,"female",123,1.25,2
"515",0.83,21.64816667,27.29622472,"female",123,1.36666666666667,2
"516",0.83,21.425,27.37281392,"female",123,1.43333333333333,2
"517",0.88,15.6,25.07900597,"female",123,0,3
"518",0.88,16.98946667,25.87772314,"female",123,1.2,3
"519",0.88,18.98045,26.73571446,"female",123,1.55,3
"520",0.88,19.1129,26.52338434,"female",123,1.23333333333333,3
"521",0.88,19.52003333,26.57602469,"female",123,1.25,3
"522",0.88,19.4,26.12349698,"female",123,1.48333333333333,3
"523",0.84,17.0259,24.1374942,"female",125,0,1
"524",0.84,18,25.12364425,"female",125,1.23333333333333,1
"525",0.84,17.6,27.02158887,"female",125,1.53333333333333,1
"526",0.64,17.4677,25.98289064,"female",125,1.21666666666667,1
"527",0.64,18,25.2152521,"female",125,1.23333333333333,1
"528",0.64,18.70416667,24.85979014,"female",125,1.53333333333333,1
"529",0.76,16.76566667,23.49437665,"female",125,0,2
"530",0.72,19.37576667,24.46655841,"female",125,1.25,2
"531",0.72,16.92006667,25.36364296,"female",125,1.51666666666667,2
"532",0.72,16.8678,26.58202503,"female",125,1.23333333333333,2
"533",0.72,16.47983333,27.80650854,"female",125,1.3,2
"534",0.52,20.46816667,28.67738355,"female",125,1.43333333333333,2
"535",0.69,14.64416667,26.16336923,"female",125,0,3
"536",0.69,15,26.55056018,"female",125,1.21666666666667,3
"537",0.69,15.3,26.12281812,"female",125,1.51666666666667,3
"538",0.89,18.23513333,26.79880182,"female",125,1.25,3
"539",0.89,16.4122,26.21509362,"female",125,1.3,3
"540",0.89,17.91425,26.0217086,"female",125,1.45,3
"541",0.56,16.47813333,25.93293603,"male",127,0,1
"542",0.56,18.4904,26.52699599,"male",127,1.21666666666667,1
"543",0.56,20,26.87265431,"male",127,1.56666666666667,1
"544",0.56,21.2954,27.10311404,"male",127,1.21666666666667,1
"545",0.56,21.80546667,27.82491078,"male",127,1.25,1
"546",0.56,23.32966667,28.43323468,"male",127,1.41666666666667,1
"547",0.59,17.664,24.46008515,"male",127,0,2
"548",0.59,20.42813333,26.85620282,"male",127,1.28333333333333,2
"549",0.59,22.86698333,28.27959085,"male",127,1.58333333333333,2
"550",0.59,24.4063,28.37184919,"male",127,1.15,2
"551",0.59,25.7,27.29392083,"male",127,1.25,2
"552",0.59,26.0332,28.29339889,"male",127,1.51666666666667,2
"553",0.37,18.2456,24.57769501,"male",127,0,3
"554",0.37,21.0918,26.94269797,"male",127,1.3,3
"555",0.37,24.12475,28.31226093,"male",127,1.45,3
"556",0.37,26.612,27.55139125,"male",127,1.36666666666667,3
"557",0.37,27.1391,27.08008469,"male",127,1.21666666666667,3
"558",0.37,27.4098,29.17628978,"male",127,1.5,3
"559",0.52,17.2,25.88978089,"male",129,0,1
"560",0.52,17.843,27.27383488,"male",129,1.2,1
"561",0.52,19.678,27.99200245,"male",129,1.5,1
"562",0.52,20.6762,28.50115991,"male",129,1.38333333333333,1
"563",0.52,22.8467,29.36697839,"male",129,1.06666666666667,1
"564",0.52,23.70226667,29.93418875,"male",129,1.55,1
"565",0.49,13.2984,25.218837,"male",129,0,2
"566",0.49,13.4,26.16991844,"male",129,1.23333333333333,2
"567",0.49,13.6,27.13219889,"male",129,1.51666666666667,2
"568",0.49,14.4,28.18383333,"male",129,1.36666666666667,2
"569",0.49,14.1,28.72955041,"male",129,1.23333333333333,2
"570",0.49,14.3,29.40534345,"male",129,1.31666666666667,2
"571",0.44,18.0996,24.50366154,"male",129,0,3
"572",0.44,19.67583333,25.05478409,"male",129,1.16666666666667,3
"573",0.44,22.48561667,26.25172725,"male",129,1.55,3
"574",0.44,24.59211667,28.93022422,"male",129,1.26666666666667,3
"575",0.44,25.0056,29.99516655,"male",129,1.25,3
"576",0.44,26.3,31.0487772,"male",129,1.46666666666667,3
"577",0.51,20.78613333,24.10745693,"male",137,0,1
"578",0.51,23.5485,24.46312669,"male",137,1.1,1
"579",0.51,24.40166667,26.06241595,"male",137,1.53333333333333,1
"580",0.51,25.32333333,25.99184846,"male",137,1.28333333333333,1
"581",0.51,26.7565,26.37010609,"male",137,1.31666666666667,1
"582",0.51,27.2964,26.0467004,"male",137,1.38333333333333,1
"583",0.48,23.15346667,24.68053457,"male",137,0,2
"584",0.48,26.1762,23.81450759,"male",137,1.23333333333333,2
"585",0.48,27.56971667,24.17769536,"male",137,1.46666666666667,2
"586",0.44,28.06856667,26.83505036,"male",137,1.28333333333333,2
"587",0.44,28.17125,24.59440344,"male",137,1.21666666666667,2
"588",0.48,28.9,23.28267114,"male",137,1.53333333333333,2
"589",0.67,17.81,26.49916891,"female",141,0,1
"590",0.67,18,27.14610952,"female",141,1,1
"591",0.67,18.31266667,27.84432816,"female",141,1.58333333333333,1
"592",0.67,19.9,27.99286833,"female",141,1.21666666666667,1
"593",0.67,21.87531667,28.9649234,"female",141,1.21666666666667,1
"594",0.67,22.10916667,29.61314191,"female",141,1.46666666666667,1
"595",0.48,21.4,26.71520706,"female",141,0,2
"596",0.48,22,27.33216268,"female",141,1.18333333333333,2
"597",0.83,22.6,28.26055499,"female",141,1.55,2
"598",0.83,23.59986667,28.92716384,"female",141,1.3,2
"599",0.48,25.5,30.06533184,"female",141,1.21666666666667,2
"600",0.48,26.0515,30.85357944,"female",141,1.61666666666667,2
"601",0.4,20.207,26.35563199,"female",141,0,3
"602",0.36,24.59081667,27.5442286,"female",141,1.15,3
"603",0.4,25.35805,28.92279133,"female",141,1.55,3
"604",0.4,27.304,30.32963852,"female",141,1.3,3
"605",0.36,28.70483333,30.73258696,"female",141,1.23333333333333,3
"606",0.34,28.54133333,30.90707798,"female",141,1.5,3
"607",0.59,19.7,24.70609587,"male",145,0,1
"608",0.59,24.1058,27.5449992,"male",145,2.78333333333333,1
"609",0.59,21.3,27.66910059,"male",145,1.2,1
"610",0.59,24.2948,28.14190491,"male",145,1.2,1
"611",0.55,22.5505,28.5123407,"male",145,1.48333333333333,1
"612",0.59,19.79966667,25.16977259,"male",145,0,2
"613",0.55,21.93416667,23.60638831,"male",145,1.23333333333333,2
"614",0.55,24.0534,24.11078721,"male",145,1.5,2
"615",0.55,25.56808333,25.7253072,"male",145,1.26666666666667,2
"616",0.55,22.3848,24.84766367,"male",145,1.16666666666667,2
"617",0.55,23.37535,23.90721473,"male",145,1.56666666666667,2
"618",0.51,17.12153333,26.83116716,"female",149,0,1
"619",0.76,19.28201667,26.88273203,"female",149,1.21666666666667,1
"620",0.76,19.4512,26.94618654,"female",149,1.5,1
"621",0.76,19.108,26.99778666,"female",149,1.23333333333333,1
"622",0.76,17.5,27.05084361,"female",149,1.25,1
"623",0.76,16.6221,27.27146974,"female",149,1.48333333333333,1
"624",0.96,18.411,24.07848901,"female",149,0,2
"625",0.96,19.01246667,25.26685006,"female",149,1.21666666666667,2
"626",0.96,17.92755,25.87019538,"female",149,1.51666666666667,2
"627",0.96,19.6,25.8804521,"female",149,1.25,2
"628",0.96,21.4609,26.27615982,"female",149,1.31666666666667,2
"629",0.96,21.29405,27.84271507,"female",149,1.45,2
"630",0.6,15.53666667,25.30700328,"female",149,0,3
"631",0.6,16.67333333,25.67745402,"female",149,1.2,3
"632",0.85,18.82368333,25.25853381,"female",149,1.53333333333333,3
"633",0.85,18.9988,25.6793836,"female",149,1.2,3
"634",0.85,19.41773333,25.51676366,"female",149,1.3,3
"635",0.85,19.49123333,24.67342049,"female",149,1.46666666666667,3
"636",0.34,22.14871667,24.79394037,"male",153,0,1
"637",0.34,24.41313333,25.6214186,"male",153,1.16666666666667,1
"638",0.34,26.3944,27.52226706,"male",153,1.63333333333333,1
"639",0.34,27.66373333,28.21769074,"male",153,1.03333333333333,1
"640",0.34,26.45616667,28.96725379,"male",153,1.31666666666667,1
"641",0.34,26.6,29.43489024,"male",153,1.45,1
"642",0.59,16.9056,26.68151601,"male",153,0,2
"643",0.59,17.64046667,26.61054626,"male",153,1.28333333333333,2
"644",0.59,18.41495,26.85183287,"male",153,1.43333333333333,2
"645",0.59,19.55775,27.13586999,"male",153,1.23333333333333,2
"646",0.59,21.36013333,28.39865604,"male",153,1.53333333333333,2
"647",0.59,22.76166667,28.30976267,"male",153,1.15,2
"648",0.59,19.29175,24.8941145,"male",153,0,3
"649",0.59,22.81833333,25.91023702,"male",153,1.35,3
"650",0.59,23.82233333,27.1383326,"male",153,1.45,3
"651",0.59,24.5866,28.49418945,"male",153,1.21666666666667,3
"652",0.59,24.89656667,29.41740035,"male",153,1.16666666666667,3
"653",0.59,25.54406667,29.557251,"male",153,1.5,3
"654",0.61,18.24538,25,"female",157,0,1
"655",0.58,19.9,26.33798936,"female",157,1.2,1
"656",0.58,20.77435,27.38937636,"female",157,1.6,1
"657",0.33,21.7,27.68967519,"female",157,1.18333333333333,1
"658",0.33,21.99688333,28.13695832,"female",157,1.21666666666667,1
"659",0.33,21.5541,28.0338145,"female",157,1.43333333333333,1
"660",0.82,15.69835,24.82138593,"female",157,0,2
"661",0.82,16.8,26.04368564,"female",157,1.25,2
"662",0.82,17.5,26.6246443,"female",157,1.48333333333333,2
"663",0.82,17.79263333,26.99848001,"female",157,1.38333333333333,2
"664",0.82,17.47471667,27.46851598,"female",157,1.23333333333333,2
"665",0.82,18.1704,27.63604036,"female",157,1.35,2
"666",0.51,17.1,25.49102052,"female",157,0,3
"667",0.71,18.1262,26.9397036,"female",157,1.25,3
"668",0.71,19.2,27.35860083,"female",157,1.46666666666667,3
"669",0.71,19.3,27.96749771,"female",157,1.3,3
"670",0.51,19.89775,28.54074018,"female",157,1.15,3
"671",0.51,19.8,28.81764761,"female",157,1.6,3
"672",0.44,17.50612113,24.46361259,"female",167,0,1
"673",0.44,17.46778548,25.33379329,"female",167,1.15,1
"674",0.49,17.41430421,26.99420572,"female",167,1.6,1
"675",0.44,17.37855756,27.42683141,"female",167,1.08333333333333,1
"676",0.44,17.33268608,28.99209583,"female",167,1.38333333333333,1
"677",0.44,17.2846417,29.59936025,"female",167,1.43333333333333,1
"678",0.3,25.521,24.75738839,"female",167,0,2
"679",0.3,28.7474,25.99463564,"female",167,1.23333333333333,2
"680",0.3,30.45133333,29.41934089,"female",167,1.58333333333333,2
"681",0.3,31.04308333,28.28477468,"female",167,1.2,2
"682",0.3,30.69481667,27.70215739,"female",167,1.23333333333333,2
"683",0.3,32.08826667,27.25171925,"female",167,1.43333333333333,2
"684",0.3,26.63625,25.73277034,"female",167,0,3
"685",0.3,30.62606667,26.84649757,"female",167,1.21666666666667,3
"686",0.3,33.5324,28.6946943,"female",167,1.56666666666667,3
"687",0.3,35.4619,28.67646711,"female",167,1.21666666666667,3
"688",0.3,35.9974,27.90042641,"female",167,1.23333333333333,3
"689",0.3,36.2338,26.75977539,"female",167,1.53333333333333,3
"690",0.51,24.297,25.67271784,"male",171,0,1
"691",0.51,27.21493333,25.82234468,"male",171,1.26666666666667,1
"692",0.51,28.78733333,27.28848696,"male",171,1.48333333333333,1
"693",0.51,27.4742,27.42994714,"male",171,1.16666666666667,1
"694",0.51,22.62025,27.83595468,"male",171,1.31666666666667,1
"695",0.51,23.6,28.30154387,"male",171,1.43333333333333,1
"696",0.51,17.1,23.88360078,"male",171,0,2
"697",0.51,17.70045,24.13867665,"male",171,1.15,2
"698",0.47,18.59333333,24.54281547,"male",171,1.56666666666667,2
"699",0.51,19.42766667,24.76025454,"male",171,1.18333333333333,2
"700",0.51,19.8,24.46035954,"male",171,1.25,2
"701",0.51,20.34346667,24.94326621,"male",171,1.51666666666667,2
"702",0.47,18.41333333,25.48250105,"male",171,0,3
"703",0.47,19.5989,24.75974584,"male",171,1.18333333333333,3
"704",0.47,20.50735,25.0051985,"male",171,1.58333333333333,3
"705",0.47,21.22866667,26.55184341,"male",171,1.28333333333333,3
"706",0.47,22.36136667,25.85055587,"male",171,1.21666666666667,3
"707",0.47,22.49413333,25.25877559,"male",171,1.45,3
"708",0.56,17.80106667,26.50921173,"female",173,0,1
"709",0.56,18,27.16762108,"female",173,1.01666666666667,1
"710",0.56,18.31383333,27.84421759,"female",173,1.58333333333333,1
"711",0.52,19.90073333,28.02234493,"female",173,1.25,1
"712",0.52,21.87408333,28.96450732,"female",173,1.18333333333333,1
"713",0.52,22.2182,29.60539822,"female",173,1.5,1
"714",0.43,21.47716667,26.88447588,"female",173,0,2
"715",0.43,21.92133333,27.37088048,"female",173,1.16666666666667,2
"716",0.43,22.50513333,28.32543687,"female",173,1.55,2
"717",0.43,23.5201,28.85588632,"female",173,1.21666666666667,2
"718",0.43,25.49766667,30.05353592,"female",173,1.23333333333333,2
"719",0.37,25.9,30.76520251,"female",173,1.56666666666667,2
"720",0.25,20.2,26.31435655,"female",173,0,3
"721",0.25,24.51428333,27.2338363,"female",173,1.23333333333333,3
"722",0.25,25.24316667,27.57461064,"female",173,1.48333333333333,3
"723",0.25,27.21013333,27.7806142,"female",173,1.26666666666667,3
"724",0.23,28.69515,28.3398962,"female",173,1.25,3
"725",0.25,29.049,28.42930867,"female",173,1.7,3
"726",0.48,25.3145,25.81021121,"male",183,0,1
"727",0.48,28.3,27.03634781,"male",183,1.4,1
"728",0.48,30.189,26.80748408,"male",183,1.33333333333333,1
"729",0.48,30.8495,26.57396793,"male",183,1.26666666666667,1
"730",0.48,30.5007,28.45156633,"male",183,1.21666666666667,1
"731",0.48,29.5,27.06899667,"male",183,1.46666666666667,1
"732",0.48,25,27.15321656,"male",183,0,2
"733",0.48,27.2958,28.43080106,"male",183,1.16666666666667,2
"734",0.48,28.1245,29.53362164,"male",183,1.46666666666667,2
"735",0.48,28.5077,29.90802468,"male",183,1.33333333333333,2
"736",0.48,29.60648333,30.78800552,"male",183,1.08333333333333,2
"737",0.48,29.69433333,31.34415812,"male",183,1.55,2
"738",0.48,22.7,27.11123704,"male",183,0,3
"739",0.48,24.5699,28.63246508,"male",183,1.26666666666667,3
"740",0.48,25.8275,28.77779432,"male",183,1.3,3
"741",0.48,27.05,28.74890605,"male",183,1.21666666666667,3
"742",0.48,28.98075,29.66005351,"male",183,1.65,3
"743",0.48,28.6372,30.09608811,"male",183,1.1,3
"744",0.59,15.7009,24.87940156,"male",187,0,1
"745",0.59,16.7,25.53083286,"male",187,1.25,1
"746",0.55,17.72123333,26.48490419,"male",187,1.51666666666667,1
"747",0.55,17.9586,26.84130708,"male",187,1.13333333333333,1
"748",0.59,17.30315,26.89446375,"male",187,1.5,1
"749",0.59,18.09445,27.40568323,"male",187,1.36666666666667,1
"750",0.59,17.1208,24.80167169,"male",187,0,2
"751",0.59,18.3239,24.03499048,"male",187,1.28333333333333,2
"752",0.59,19.2,26.14846794,"male",187,1.43333333333333,2
"753",0.59,19.3,27.69868888,"male",187,1.31666666666667,2
"754",0.55,19.9,28.55375279,"male",187,1.23333333333333,2
"755",0.59,19.8,29.24464501,"male",187,1.38333333333333,2
"756",0.56,18.26916667,24.29522761,"male",187,0,3
"757",0.56,19.96595,25.02179791,"male",187,1.23333333333333,3
"758",0.56,22.57933333,26.79785965,"male",187,1.46666666666667,3
"759",0.52,24.19795,27.99984159,"male",187,1.23333333333333,3
"760",0.52,25.90956667,27.82157152,"male",187,1.28333333333333,3
"761",0.56,26.141,28.55673109,"male",187,1.48333333333333,3
"762",0.51,19.52626667,24.55346038,"male",189,0,1
"763",0.51,22.63363333,25.46873698,"male",189,1.11666666666667,1
"764",0.51,24.69588333,27.67608912,"male",189,1.63333333333333,1
"765",0.51,25.54293333,28.42423356,"male",189,1.2,1
"766",0.51,25.97846667,27.56403792,"male",189,1.26666666666667,1
"767",0.51,27.149,27.080166,"male",189,1.46666666666667,1
"768",0.59,18.0691,23.38394233,"male",189,0,2
"769",0.59,21.1,24.54809838,"male",189,1.26666666666667,2
"770",0.59,22.89566667,26.15263355,"male",189,1.46666666666667,2
"771",0.55,23.3467,28.55490551,"male",189,1.28333333333333,2
"772",0.55,24.13568333,27.72732061,"male",189,1.25,2
"773",0.55,24.518,27.94516528,"male",189,1.45,2
"774",0.58,15.1,24.83150615,"female",193,0,1
"775",0.58,16.56538333,25.89737183,"female",193,1.1,1
"776",0.58,17.73105,28.009,"female",193,1.6,1
"777",0.55,20.56433333,27.31363132,"female",193,1.11666666666667,1
"778",0.58,21.9108,27.96907848,"female",193,1.21666666666667,1
"779",0.58,23.35933333,27.83157565,"female",193,1.55,1
"780",0.72,19.5967,23.98481411,"female",193,0,2
"781",0.72,20.1506,24.60524078,"female",193,1.25,2
"782",0.68,23.5114,26.64670143,"female",193,1.5,2
"783",0.66,24.57733333,27.79163392,"female",193,1.25,2
"784",0.66,25.6905,28.07974741,"female",193,1.31666666666667,2
"785",0.66,25.20525,27.66774393,"female",193,1.46666666666667,2
"786",0.72,22.2077,26.40117021,"female",199,0,1
"787",0.72,24.4885,26.71821354,"female",199,0.966666666666667,1
"788",0.72,26.179,28.13364883,"female",199,1.61666666666667,1
"789",0.72,27.3867,29.45967246,"female",199,1.11666666666667,1
"790",0.72,28.24773333,30.57549272,"female",199,1.23333333333333,1
"791",0.7,28.59666667,30.93347132,"female",199,1.51666666666667,1
"792",0.3,23.3902,24.55049654,"female",199,0,2
"793",0.3,25.51875,25.29051203,"female",199,1.28333333333333,2
"794",0.3,27.3,26.48473382,"female",199,1.45,2
"795",0.3,27.23476667,28.29731119,"female",199,1.48333333333333,2
"796",0.3,28.7974,29.53364097,"female",199,1.21666666666667,2
"797",0.3,29.4596,29.67674245,"female",199,1.71666666666667,2
"798",0.3,22.1148338,24.6841808,"female",199,0,3
"799",0.3,23.03434366,25.96721005,"female",199,1.2,3
"800",0.3,24.18746103,27.26713178,"female",199,1.5,3
"801",0.3,25.11805446,27.92836543,"female",199,1.21666666666667,3
"802",0.3,26.25390704,28.22474911,"female",199,1.48333333333333,3
"803",0.3,26.71233333,27.01144037,"female",199,1.26666666666667,3
